date,weekday,l_count,l_food,l_drink,l_total,l_avg,d_count,d_food,d_drink,d_total,d_avg,to_total,seat_fee,lock_fee,flower,curry,grand_total
2023-04-01,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-02,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-03,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-04,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-09,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-10,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-11,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-12,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-13,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-14,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-15,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-16,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-17,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-18,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-19,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-20,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-21,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-22,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-23,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-24,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-26,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-27,木,0,0,0,0,0,18,171270,24820,196090,10893,37850,12100,1650,3300,0,213140
2023-04-28,金,0,0,0,0,0,29,291920,42720,334640,11539,92500,11000,3300,3300,0,352240
2023-04-29,土,22,42790,9660,52450,2384,42,396970,92330,489300,11650,114750,15400,1650,0,0,558800
2023-04-30,日,29,78320,13630,91950,3170,32,304700,37030,341730,10679,130400,19800,1650,0,0,455130
2023-05-01,月,25,55550,13900,69450,2778,29,246400,47060,293460,10119,89500,17050,39650,0,0,419610
2023-05-02,火,23,62040,11210,73250,3184,41,370020,58840,428860,10460,134900,17600,4070,0,0,523780
2023-05-03,水,40,144650,17690,162340,4058,35,299310,53980,353290,10094,237550,17050,0,0,0,532680
2023-05-04,木,30,96360,17060,113420,3780,39,354310,73990,428300,10982,277950,20900,0,0,0,562620
2023-05-05,金,24,91740,20760,112500,4687,40,290180,78260,368440,9211,231700,18150,2860,3300,0,505250
2023-05-06,土,12,46310,10820,57130,4760,20,226050,39320,265370,13268,68700,17050,1650,0,0,341200
2023-05-07,日,17,46640,3250,49890,2934,27,280280,64540,344820,12771,155500,15950,0,0,0,410660
2023-05-08,月,0,0,0,0,0,30,260700,43140,303840,10128,56150,16500,105000,0,0,425340
2023-05-09,火,0,0,0,0,0,26,226820,33190,260010,10000,58600,17050,3300,0,0,280360
2023-05-10,水,17,232540,31400,263940,15525,32,313940,43290,357230,11163,69900,19800,3300,0,0,644270
2023-05-11,木,0,0,0,0,0,21,213620,30330,243950,11616,72050,17600,0,0,0,261550
2023-05-12,金,0,0,0,0,0,42,375320,85320,460640,10967,58650,17600,0,0,0,478240
2023-05-13,土,26,87450,23690,111140,4274,43,403370,40860,444230,10330,109800,18150,5610,0,0,579130
2023-05-14,日,22,78980,10320,89300,4059,26,193350,43850,237200,9123,158750,13750,1980,0,0,342230
2023-05-15,月,0,0,0,0,0,22,209660,32240,241900,10995,13500,19800,1210,0,0,262910
2023-05-16,火,0,0,0,0,0,38,342540,56640,399180,10504,69900,28600,62000,0,0,489780
2023-05-17,水,0,0,0,0,0,37,334510,74340,408850,11050,54200,26400,0,0,0,435250
2023-05-18,木,0,0,0,0,0,22,231880,41370,273250,12420,53400,15400,3300,0,0,291950
2023-05-19,金,0,0,0,0,0,40,393690,41220,434910,10872,77000,18150,1980,0,0,455040
2023-05-20,土,22,77710,22960,100670,4575,37,301620,50130,351750,9506,137300,24200,0,0,0,476620
2023-05-21,日,7,25190,4010,29200,4171,28,266090,41810,307900,10996,36000,11550,1650,3300,0,353600
2023-05-22,月,0,0,0,0,0,21,200420,37700,238120,11339,35950,15400,56300,0,0,309820
2023-05-23,火,28,93340,16200,109540,3912,40,359920,51260,411180,10279,74350,25850,0,0,0,546570
2023-05-24,水,0,0,0,0,0,30,186560,15950,202510,6750,73200,0,0,0,0,202510
2023-05-25,木,0,0,0,0,0,25,252560,43520,296080,11843,99450,18700,0,0,0,314780
2023-05-26,金,28,96740,16800,113540,4055,27,259380,30970,290350,10753,66250,13750,0,0,0,417640
2023-05-27,土,22,89210,1200,90410,4109,32,263120,51030,314150,9817,204300,32450,1980,0,0,438990
2023-05-28,日,30,100320,16200,116520,3884,25,238260,28610,266870,10674,127300,20350,3300,3300,0,410340
2023-05-29,月,0,0,0,0,0,33,320540,64360,384900,11663,70750,15950,58630,3300,0,462780
2023-05-30,火,0,0,0,0,0,28,304900,38300,343200,12257,49750,18150,1210,0,0,362560
2023-05-31,水,0,0,0,0,0,30,335610,58390,394000,13133,124900,11000,1650,0,0,406650
2023-06-01,木,0,0,0,0,0,37,280280,75100,355380,9604,96750,20900,0,0,0,376280
2023-06-02,金,0,0,0,0,0,29,283030,45750,328780,11337,40250,23650,0,0,0,352430
2023-06-03,土,20,84480,18680,103160,5158,39,344850,52860,397710,10197,34500,26400,0,0,0,527270
2023-06-04,日,23,65120,10610,75730,3292,38,245120,100320,345440,9090,71050,0,0,0,0,421170
2023-06-05,月,0,0,0,0,0,29,242770,52130,294900,10168,65400,25850,54650,0,0,375400
2023-06-06,火,12,40260,20080,60340,5028,25,239470,47940,287410,11496,56500,10450,0,0,0,358200
2023-06-07,水,0,0,0,0,0,23,157080,93190,250270,10881,15350,7700,0,0,0,257970
2023-06-08,木,0,0,0,0,0,28,273460,40050,313510,11196,85550,22000,1650,0,0,337160
2023-06-09,金,0,0,0,0,0,22,201740,39450,241190,10963,550,11000,0,0,0,252190
2023-06-10,土,24,75130,12850,87980,3665,35,309650,39480,349130,9975,78250,28050,4400,0,0,469560
2023-06-11,日,27,91960,15210,107170,3969,36,293040,51680,344720,9575,143700,26400,4070,0,0,482360
2023-06-12,月,0,0,0,0,0,25,231000,48930,279930,11197,88350,20900,96000,0,0,396830
2023-06-13,火,0,0,0,0,0,30,301840,76780,378620,12620,16500,18700,1210,0,0,398530
2023-06-14,水,0,0,0,0,0,36,356840,78470,435310,12091,34600,25850,0,0,0,461160
2023-06-15,木,0,0,0,0,0,34,296780,103830,400610,11782,38000,3850,0,0,0,404460
2023-06-16,金,0,0,0,0,0,29,233420,86600,320020,11035,89550,0,0,0,0,320020
2023-06-17,土,29,90640,15110,105750,3646,37,342210,52280,394490,10661,104550,26950,0,0,0,527190
2023-06-18,日,29,112640,15770,128410,4427,25,234300,40300,274600,10984,69450,34100,0,0,0,437110
2023-06-19,月,0,0,0,0,0,29,235840,29400,265240,9146,58550,12100,41650,0,0,318990
2023-06-20,火,33,132000,0,132000,4000,28,268840,27810,296650,10594,74700,20900,0,0,0,449550
2023-06-21,水,0,0,0,0,0,35,380160,58080,438240,12521,73000,19250,0,0,0,457490
2023-06-22,木,0,0,0,0,0,35,313280,41650,354930,10140,48600,26400,1980,0,0,383310
2023-06-23,金,0,0,0,0,0,29,324390,47640,372030,12828,44200,14300,3190,0,0,389520
2023-06-24,土,30,85140,23610,108750,3625,45,491370,76490,567860,12619,100450,25850,0,0,0,702460
2023-06-25,日,29,107800,29240,137040,4725,38,358870,63040,421910,11102,151050,26950,5170,0,0,591070
2023-06-26,月,0,0,0,0,0,34,339570,43320,382890,11261,74500,23100,0,0,0,405990
2023-06-27,火,0,0,0,0,0,31,298320,34620,332940,10740,76850,24200,64210,0,0,421350
2023-06-28,水,0,0,0,0,0,40,325600,52220,377820,9445,52750,23100,1210,0,0,402130
2023-06-29,木,0,0,0,0,0,23,265650,13160,278810,12122,19200,0,0,0,0,278810
2023-06-30,金,0,0,0,0,0,40,387830,62480,450310,11257,22850,22000,0,0,0,472310
2023-07-01,土,37,135905,32390,168295,4548,29,261450,44570,306020,10552,35500,23650,0,0,0,497965
2023-07-02,日,29,90310,15120,105430,3635,32,273900,43120,317020,9906,93550,33000,0,0,0,455450
2023-07-03,月,0,0,0,0,0,31,253990,59680,313670,10118,50700,15950,72210,0,0,401830
2023-07-04,火,0,0,0,0,0,31,274340,51500,325840,10510,84750,23100,1210,0,0,350150
2023-07-05,水,0,0,0,0,0,25,228800,31310,260110,10404,63740,22000,0,0,0,282110
2023-07-06,木,0,0,0,0,0,24,230340,26240,256580,10690,4850,24200,1210,0,0,281990
2023-07-07,金,0,0,0,0,0,42,372350,82690,455040,10834,74240,13200,2420,0,0,470660
2023-07-08,土,45,105760,12210,117970,2621,38,389070,54420,443490,11670,116030,16500,1210,0,0,579170
2023-07-09,日,24,78870,8400,87270,3636,31,276960,42250,319210,10297,113760,22550,2860,0,0,431890
2023-07-10,月,0,0,0,0,0,32,311960,42680,354640,11082,74300,17050,68000,0,0,439690
2023-07-11,火,0,0,0,0,0,25,239690,33610,273300,10932,26450,23100,0,0,0,296400
2023-07-12,水,0,0,0,0,0,29,285060,58990,344050,11863,32650,19250,0,0,0,363300
2023-07-13,木,0,0,0,0,0,28,300060,48360,348420,12443,57350,21450,0,0,0,369870
2023-07-14,金,0,0,0,0,0,38,370480,52750,423230,11137,55150,17050,0,0,0,440280
2023-07-15,土,19,71720,11960,83680,4404,36,316690,59640,376330,10453,12930,30250,1650,0,0,491910
2023-07-16,日,39,108130,33580,141710,3633,33,344790,110470,455260,13795,120800,28050,3190,0,0,628210
2023-07-17,月,17,84920,11850,96770,5692,36,261250,34980,296230,8228,60300,9900,520,0,0,403420
2023-07-18,火,0,0,0,0,0,27,253330,18040,271370,10050,54600,22550,32000,0,0,325920
2023-07-19,水,0,0,0,0,0,31,279730,33580,313310,10106,64400,18700,0,0,0,332010
2023-07-20,木,0,0,0,0,0,30,301290,52230,353520,11784,71800,12650,0,0,0,366170
2023-07-21,金,0,0,0,0,0,30,260920,50930,311850,10395,94850,28050,2420,0,0,342320
2023-07-22,土,33,95810,25970,121780,3690,33,297000,45150,342150,10368,117350,20900,7590,0,0,492420
2023-07-23,日,32,110220,42360,152580,4768,27,283250,41180,324430,12015,137550,26400,1650,0,0,505060
2023-07-24,月,0,0,0,0,0,32,271480,35780,307260,9601,58250,24200,79000,0,0,410460
2023-07-25,火,0,0,0,0,0,30,270930,38970,309900,10330,32150,15400,2860,0,0,328160
2023-07-26,水,0,0,0,0,0,26,281050,41040,322090,12388,120300,17600,0,0,0,339690
2023-07-27,木,0,0,0,0,0,27,249700,31760,281460,10424,72700,12650,0,0,0,294110
2023-07-28,金,0,0,0,0,0,35,325820,101850,427670,12219,128000,16500,1650,0,0,445820
2023-07-29,土,32,92290,15550,107840,3370,30,272690,60320,333010,11100,110700,22550,1980,0,0,465380
2023-07-30,日,20,55770,4470,60240,3012,31,336270,64830,401100,12938,69150,20900,1980,0,0,484220
2023-07-31,月,0,0,0,0,0,35,345290,46990,392280,11208,42050,16500,49650,0,0,458430
2023-08-01,火,0,0,0,0,0,27,236370,49720,286090,10595,95500,19800,0,0,0,305890
2023-08-02,水,0,0,0,0,0,32,283690,35430,319120,9972,78200,18700,1650,0,0,339470
2023-08-03,木,0,0,0,0,0,29,219120,42330,261450,9015,64700,14850,0,0,0,276300
2023-08-04,金,0,0,0,0,0,27,245630,43080,288710,10692,39800,13200,1650,0,0,303560
2023-08-05,土,19,60830,20790,81620,4295,30,274010,62480,336490,11216,40650,28050,3630,3300,0,453090
2023-08-06,日,15,56980,5240,62220,4148,33,322630,31000,353630,10716,15950,22550,0,0,0,438400
2023-08-07,月,0,0,0,0,0,40,347270,45910,393180,9829,65400,30800,48980,0,0,472960
2023-08-08,火,0,0,0,0,0,34,346390,46330,392720,11550,75800,23650,0,0,0,416370
2023-08-09,水,0,0,0,0,0,31,297220,37870,335090,10809,95200,22000,4840,0,0,361930
2023-08-10,木,0,0,0,0,0,30,263010,48200,311210,10373,89900,20900,27000,0,0,359110
2023-08-11,金,39,103620,19010,122630,3144,31,305560,41910,347470,11208,150050,29700,1980,0,0,501780
2023-08-12,土,38,103950,24540,128490,3381,33,271370,61690,333060,10092,111650,29150,0,0,0,490700
2023-08-13,日,37,117040,15620,132660,3585,38,336250,43620,379870,9996,136900,25850,2860,0,0,541240
2023-08-14,月,0,0,0,0,0,35,340120,63470,403590,11531,134900,16500,0,0,0,420090
2023-08-15,火,0,0,0,0,0,30,284000,34330,318330,10611,60250,17600,49650,0,0,385580
2023-08-16,水,0,0,0,0,0,25,242440,35500,277940,11117,15100,6600,1650,3300,0,289490
2023-08-17,木,0,0,0,0,0,31,274560,29180,303740,9798,27450,20350,1210,0,0,325300
2023-08-18,金,0,0,0,0,0,37,304920,40640,345560,9339,113400,17600,0,0,0,363160
2023-08-19,土,34,102080,17230,119310,3509,35,353800,42790,396590,11331,75500,17050,1650,0,0,534600
2023-08-20,日,31,89100,11220,100320,3236,31,324390,37480,361870,11673,72400,14850,0,0,0,477040
2023-08-21,月,0,0,0,0,0,36,291260,63840,355100,9863,93400,17600,24000,0,0,396700
2023-08-22,火,0,0,0,0,0,30,286310,58000,344310,11477,97250,15400,1210,0,0,360920
2023-08-23,水,0,0,0,0,0,38,333190,68200,401390,10562,80750,25300,3630,0,0,430320
2023-08-24,木,0,0,0,0,0,42,332970,58420,391390,9318,36400,25300,0,0,0,416690
2023-08-25,金,0,0,0,0,0,32,258940,55780,314720,9835,96400,28050,1980,0,0,344750
2023-08-26,土,21,69190,14610,83800,3990,31,293590,55100,348690,11248,10500,23650,3190,0,0,459330
2023-08-27,日,16,63250,10270,73520,4595,26,247720,48100,295820,11377,800,23100,0,0,0,392440
2023-08-28,月,0,0,0,0,0,35,273790,50260,324050,9258,62300,22550,26210,0,0,372810
2023-08-29,火,0,0,0,0,0,28,284570,43500,328070,11716,80750,20350,0,0,0,348420
2023-08-30,水,0,0,0,0,0,30,273790,38660,312450,10415,25400,19800,0,0,0,332250
2023-08-31,木,0,0,0,0,0,29,287630,49920,337550,11639,4600,18700,1210,0,0,357460
2023-09-01,金,0,0,0,0,0,24,242220,34460,276680,11528,0,16500,0,0,0,293180
2023-09-02,土,33,92070,15380,107450,3256,29,315150,53370,368520,12707,94400,23650,1980,0,0,501600
2023-09-03,日,28,117920,49260,167180,5970,30,269720,26350,296070,9869,144700,20900,0,0,0,484150
2023-09-04,月,0,0,0,0,0,27,239140,170900,410040,15186,44150,0,0,0,0,410040
2023-09-05,火,0,0,0,0,0,39,353760,65770,419530,10757,44850,22550,0,0,0,442080
2023-09-06,水,0,0,0,0,0,28,292490,31370,323860,11566,31350,23100,0,0,0,346960
2023-09-07,木,0,0,0,0,0,31,275550,70930,346480,11176,37600,16500,1650,0,0,364630
2023-09-08,金,0,0,0,0,0,37,325930,45020,370950,10025,51050,22000,0,0,0,392950
2023-09-09,土,26,76560,13260,89820,3454,27,250800,39300,290100,10744,67950,19800,0,0,0,399720
2023-09-10,日,33,112420,19440,131860,3995,27,243100,85800,328900,12181,118800,4950,0,0,0,465710
2023-09-11,月,0,0,0,0,0,30,227150,48570,275720,9190,54800,22000,0,0,0,297720
2023-09-12,火,0,0,0,0,0,18,177320,32470,209790,11655,0,15400,1210,0,0,226400
2023-09-13,水,0,0,0,0,0,30,280390,44640,325030,10834,45750,14300,0,0,0,339330
2023-09-14,木,37,61050,0,61050,1650,25,241650,34420,276070,11042,9800,5500,5940,0,0,348560
2023-09-15,金,29,96140,10100,106240,3663,37,322960,109400,432360,11685,51250,23100,1980,0,0,563680
2023-09-16,土,25,82500,19300,101800,4072,31,279400,44650,324050,10453,108550,19800,0,0,0,445650
2023-09-17,日,44,115720,11650,127370,2894,27,184360,108700,293060,10854,109550,3300,0,0,0,423730
2023-09-18,月,25,94930,24360,119290,4771,31,272030,64710,336740,10862,55250,7700,59980,0,0,523710
2023-09-19,火,0,0,0,0,0,31,321310,65380,386690,12473,20650,18150,3190,0,0,408030
2023-09-20,水,0,0,0,0,0,29,245410,25370,270780,9337,57050,20900,3630,0,0,295310
2023-09-21,木,0,0,0,0,0,32,314490,76550,391040,12220,46500,14850,3300,0,0,409190
2023-09-22,金,0,0,0,0,0,36,344300,82700,427000,11861,56050,20350,0,0,0,447350
2023-09-23,土,20,75460,8990,84450,4222,37,399740,80160,479900,12970,80500,25850,1650,0,0,591850
2023-09-24,日,35,121110,12550,133660,3818,33,315260,28420,343680,10414,160050,33000,0,0,0,510340
2023-09-25,月,0,0,0,0,0,29,261910,38690,300600,10365,47600,15950,84000,0,0,400550
2023-09-26,火,0,0,0,0,0,30,248380,50850,299230,9974,22250,17600,0,0,0,316830
2023-09-27,水,0,0,0,0,0,30,295240,58900,354140,11804,49550,15400,1980,0,0,371520
2023-09-28,木,0,0,0,0,0,26,278300,60150,338450,13017,6300,16500,0,0,0,354950
2023-09-29,金,0,0,0,0,0,38,346610,48790,395400,10405,44150,20350,0,0,0,415750
2023-09-30,土,19,52580,3770,56350,2965,31,312950,43830,356780,11509,79300,23100,1210,0,0,437440
2023-10-01,日,28,106150,20940,127090,4538,38,423280,83030,506310,13323,70700,26950,11880,0,0,672230
2023-10-02,月,0,0,0,0,0,42,258280,12800,271080,6454,40000,0,3120,0,0,274200
2023-10-03,火,0,0,0,0,0,36,350240,52500,402740,11187,50200,23100,1560,0,0,427400
2023-10-04,水,0,0,0,0,0,26,219540,46190,265730,10220,80300,15950,49210,0,0,330890
2023-10-05,木,0,0,0,0,0,35,218460,71890,290350,8295,500,0,0,0,0,290350
2023-10-06,金,0,0,0,0,0,24,240900,20710,261610,10900,12000,16500,0,0,0,278110
2023-10-07,土,11,38720,6060,44780,4070,44,445610,66130,511740,11630,18300,22550,2420,0,0,581490
2023-10-08,日,37,100364,18390,118754,3209,30,286000,53390,339390,11313,218800,30800,2420,0,0,491364
2023-10-09,月,30,99462,17280,116742,3891,30,256170,65490,321660,10722,128250,31900,1210,0,0,471512
2023-10-10,火,0,0,0,0,0,22,185240,36700,221940,10088,79100,17600,58770,0,0,298310
2023-10-11,水,0,0,0,0,0,29,210210,28130,238340,8218,92450,19800,3120,0,0,261260
2023-10-12,木,36,118745,65760,184505,5125,31,296890,34740,331630,10697,49400,27500,0,0,0,543635
2023-10-13,金,0,0,0,0,0,15,180000,80140,260140,17342,90750,0,4680,0,0,264820
2023-10-14,土,25,93720,16560,110280,4411,33,335280,45650,380930,11543,116000,24200,0,0,0,515410
2023-10-15,日,34,105886,38320,144206,4241,31,296890,38560,335450,10820,160550,28050,0,0,0,507706
2023-10-16,月,0,0,0,0,0,39,247280,10920,258200,6620,82450,3300,53000,0,0,314500
2023-10-17,火,0,0,0,0,0,37,360140,51900,412040,11136,15200,23100,0,0,0,435140
2023-10-18,水,0,0,0,0,0,33,319220,52460,371680,11263,105200,23100,0,0,0,394780
2023-10-19,木,0,0,0,0,0,30,287210,55620,342830,11427,30750,20350,1560,0,0,364740
2023-10-20,金,0,0,0,0,0,32,263890,39340,303230,9475,9800,18700,1210,0,0,323140
2023-10-21,土,27,98890,11660,110550,4094,30,249810,38630,288440,9614,74500,31350,0,0,0,430340
2023-10-22,日,38,117804,21220,139024,3658,31,304460,63660,368120,11874,89150,23100,3300,0,0,533544
2023-10-23,月,0,0,0,0,0,33,300190,61180,361370,10950,112250,28050,0,0,0,389420
2023-10-24,火,0,0,0,0,0,31,281320,49220,330540,10662,84550,22550,93000,0,0,446090
2023-10-25,水,0,0,0,0,0,54,475200,37800,513000,9500,111000,0,0,0,0,513000
2023-10-26,木,0,0,0,0,0,29,280700,47330,328030,11311,83850,20900,0,0,0,348930
2023-10-27,金,0,0,0,0,0,29,264880,34680,299560,10329,50800,19800,0,0,0,319360
2023-10-28,土,28,84524,9160,93684,3345,31,309200,47500,356700,11506,99150,32450,0,0,0,482834
2023-10-29,日,25,100100,11030,111130,4445,31,288970,37000,325970,10515,154550,30800,1650,0,0,469550
2023-10-30,月,0,0,0,0,0,29,268950,42770,311720,10748,136700,17600,52860,0,0,382180
2023-10-31,火,0,0,0,0,0,31,296230,29520,325750,10508,67100,23650,0,0,0,349400
2023-11-01,水,0,0,0,0,0,24,222420,27360,249780,10407,15250,16500,0,0,0,266280
2023-11-02,木,0,0,0,0,0,37,341620,64270,405890,10970,68750,27500,1210,0,0,434600
2023-11-03,金,22,63360,11350,74710,3395,35,339790,49880,389670,11133,45850,24750,1650,0,0,490780
2023-11-04,土,27,95700,7270,102970,3813,37,373230,69090,442320,11954,171650,29150,2770,0,0,577210
2023-11-05,日,31,97130,11180,108310,3493,33,298210,46580,344790,10448,116850,28050,0,0,0,481150
2023-11-06,月,0,0,0,0,0,25,269830,48230,318060,12722,12800,18150,0,0,0,336210
2023-11-07,火,0,0,0,0,0,27,276430,31750,308180,11414,45550,19800,70000,0,0,397980
2023-11-08,水,0,0,0,0,0,29,269610,43020,312630,10780,56750,23100,4770,0,0,340500
2023-11-09,木,0,0,0,0,0,28,265540,36190,301730,10776,51650,19800,2770,0,0,324300
2023-11-10,金,0,0,0,0,0,17,177320,34630,211950,12467,3550,13750,0,0,0,225700
2023-11-11,土,20,64570,2050,66620,3331,38,396770,67070,463840,12206,32650,26400,1560,0,0,558420
2023-11-12,日,29,109890,16810,126700,4368,37,329890,44110,374000,10108,78350,37950,1560,0,0,540210
2023-11-13,月,0,0,0,0,0,10,94820,12910,107730,10773,50600,11000,0,0,0,118730
2023-11-14,火,0,0,0,0,0,23,214370,48100,262470,11411,19550,14850,1210,0,0,278530
2023-11-15,水,0,0,0,0,0,29,292710,49970,342680,11816,50800,22550,31000,0,0,396230
2023-11-16,木,0,0,0,0,0,35,380105,27670,407775,11650,72700,9900,1650,0,0,419325
2023-11-17,金,0,0,0,0,0,4,35200,10470,45670,11417,4600,0,0,0,0,45670
2023-11-18,土,12,21890,4220,26110,2175,36,351120,61980,413100,11475,51950,22000,0,0,0,461210
2023-11-19,日,26,89650,12080,101730,3912,30,280390,47410,327800,10926,73650,29700,0,0,0,459230
2023-11-20,月,0,0,0,0,0,36,335260,50230,385490,10708,35200,26950,56000,0,0,468440
2023-11-21,火,0,0,0,0,0,31,284350,53400,337750,10895,65250,21450,1560,0,0,360760
2023-11-22,水,0,0,0,0,0,37,341310,66990,408300,11035,34050,20350,0,0,0,428650
2023-11-23,木,28,119680,9050,128730,4597,39,404340,43530,447870,11483,68700,28600,0,0,0,605200
2023-11-24,金,0,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0
2023-11-25,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-26,日,26,82700,17940,100640,3870,32,276560,42660,319220,9975,63800,13200,0,0,0,433060
2023-11-27,月,0,0,0,0,0,32,316670,56340,373010,11656,38450,24750,65000,0,0,462760
2023-11-28,火,0,0,0,0,0,25,242330,36930,279260,11170,41650,20350,6310,0,0,305920
2023-11-29,水,0,0,0,0,0,30,327360,56980,384340,12811,16600,22550,1210,0,0,408100
2023-11-30,木,0,0,0,0,0,14,141020,22350,163370,11669,47600,12100,0,0,0,175470
2023-12-01,金,0,0,0,0,0,46,267520,24350,291870,6345,53600,20900,0,0,0,312770
2023-12-02,土,33,108790,28180,136970,4150,38,426100,61650,487750,12835,86800,32450,0,0,0,657170
2023-12-03,日,22,79860,9890,89750,4079,26,284460,56130,340590,13099,81850,24200,3980,0,0,458520
2023-12-04,月,0,0,0,0,0,32,333850,64940,398790,12462,67000,14850,58650,0,0,472290
2023-12-05,火,0,0,0,0,0,20,189750,39590,229340,11467,37950,19800,1210,0,0,250350
2023-12-06,水,0,0,0,0,0,25,278850,31980,310830,12433,32950,19800,2860,0,0,333490
2023-12-07,木,0,0,0,0,0,25,261030,44710,305740,12229,8700,23100,0,0,0,328840
2023-12-08,金,0,0,0,0,0,25,264990,37690,302680,12107,43000,19800,3210,0,0,325690
2023-12-09,土,0,0,0,0,0,38,415030,43200,458230,12058,5100,22000,0,0,0,480230
2023-12-10,日,29,88550,12300,100850,3477,36,366520,50050,416570,11571,67850,30250,6330,0,0,554000
2023-12-11,月,0,0,0,0,0,25,242880,32060,274940,10997,88550,16500,59000,0,0,350440
2023-12-12,火,0,0,0,0,0,38,416240,46920,463160,12188,32000,6600,1560,0,0,471320
2023-12-13,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-14,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-15,金,0,0,0,0,0,34,353320,60200,413520,12162,72350,20900,1650,0,0,436070
2023-12-16,土,28,97680,17260,114940,4105,38,462440,77190,539630,14200,53500,12100,0,0,0,666670
2023-12-17,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-18,月,0,0,0,0,0,31,335720,53680,389400,12561,23750,21450,28560,0,0,439410
2023-12-19,火,0,0,0,0,0,33,417560,66150,483710,14657,87550,24200,0,0,0,507910
2023-12-20,水,0,0,0,0,0,33,379590,57920,437510,13257,104200,19800,0,0,0,457310
2023-12-21,木,0,0,0,0,0,37,393690,52690,446380,12064,99900,22550,0,0,0,468930
2023-12-22,金,0,0,0,0,0,34,575850,80890,656740,19315,99400,52800,0,0,0,709540
2023-12-23,土,28,115390,32510,147900,5282,37,613470,76530,690000,18648,132600,71500,1210,0,0,910610
2023-12-24,日,29,112310,23460,135770,4681,38,617650,394020,1011670,26622,202700,64900,1560,0,0,1213900
2023-12-25,月,20,114840,20700,135540,6777,33,547470,97570,645040,19546,156050,52800,75560,0,0,908940
2023-12-26,火,0,0,0,0,0,31,287980,33370,321350,10366,135350,13200,1560,0,0,336110
2023-12-27,水,0,0,0,0,0,41,421740,73610,495350,12081,119100,27500,1650,0,0,524500
2023-12-28,木,0,0,0,0,0,39,349030,44850,393880,10099,170930,22000,0,0,0,415880
2023-12-29,金,0,0,0,0,0,37,335390,45980,381370,10307,165500,26950,0,0,0,408320
2023-12-30,土,31,110814,20750,131564,4244,44,421080,46280,467360,10621,144400,33550,1650,0,0,634124
2023-12-31,日,36,135520,24930,160450,4456,0,0,0,0,0,31950,11000,43000,0,0,214450
2024-01-01,月,0,0,0,0,0,0,0,0,0,0,62150,0,0,0,0,0
2024-01-02,火,0,0,0,0,0,37,381920,103230,485150,13112,106700,11000,1210,0,0,497360
2024-01-03,水,0,0,0,0,0,32,256300,48880,305180,9536,104600,24750,1560,0,0,331490
2024-01-04,木,0,0,0,0,0,37,336430,65830,402260,10871,164550,22550,3210,0,0,431320
2024-01-05,金,0,0,0,0,0,29,277090,33380,310470,10705,15150,23650,0,0,0,334120
2024-01-06,土,21,53812,6270,60082,2861,32,277750,33300,311050,9720,82100,31350,0,0,0,402482
2024-01-07,日,16,56540,11580,68120,4257,38,367840,39550,407390,10720,45900,16500,1650,0,0,493660
